Significant UniProt IDs
P62830
P62908
P62908
P62911
P62911
P62911
P62915
P63089
P68254
P68254
P68254
P68510
P68510
P68510
P70302
P70302
P70398
P70398
P70398
P70399
P70399
P70399
P70399
P70399
P80315
P80315
P80316
P80316
P97299
P97299
P97299
P97355
P97355
P97355
P97425
P97425
P97452
P97770
P97770
P97770
P97770
P97770
P97857
P98063
P98064
P98064
P98064
P98064
P98064
P98064
P98064
P98064
P98064
P98064
P98064
P98064
P98064
P98064
P98064
P98156
P98156
P98156
P99028
P99028
Q00420
Q00915
Q00915
Q00915
Q00PI9
Q00PI9
Q01149
Q01149
Q01320
Q01320
Q01320
Q01338
Q01338
Q01338
Q01339
Q01768
Q01768
Q01853
Q01853
Q01853
Q01853
Q01853
Q01853
Q02053
Q02053
Q02053
Q02248
Q02248
Q02248
Q02788
Q05793
Q05793
Q05793
Q05793
Q05793
Q05793
Q05816
Q05816
Q05816
Q05816
Q05CL8
Q05CL8
Q05CL8
Q05CL8
Q05CL8
Q07079
Q07113
Q07113
Q07113
Q07113
Q07113
Q07113
Q08093
Q08288
Q08288
Q08288
Q08943
Q08943
Q0VBD0
Q0VBD0
Q0VBD0
Q2EY15
Q2EY15
Q2EY15
Q2EY15
Q2EY15
Q2EY15
Q2EY15
Q2EY15
Q2EY15
Q2NL51
Q2NL51
Q2NL51
Q3THK7
Q3THK7
Q3THK7
Q3THK7
Q3THK7
Q3THK7
Q3THS6
Q3THS6
Q3THS6
Q3TKT4
Q3TKT4
Q3TKT4
Q3TLH4
Q3TLH4
Q3TXS7
Q3TXS7
Q3TXS7
Q3TXS7
Q3TXS7
Q3TXS7
Q3U1J4
Q3U1J4
Q3U1J4
Q3U2C5
Q3U962
Q3U962
Q3U962
Q3UEB3
Q3UEB3
Q3UHK6
Q3UKJ7
Q3UKJ7
Q3UMC0
Q3UMC0
Q3UMF0
Q3UMF0
Q3UQ28
Q3UQ28
Q3UQ28
Q3UQ28
Q3USZ8
Q3USZ8
Q3UZ39
Q3UZ39
Q3UZ39
Q3UZ39
Q3UZ39
Q3UZ39
Q3UZ39
Q3UZ39
Q3V1T4
Q3V1T4
Q3V1T4
Q501J6
Q501J6
Q5F2E7
Q5SRY7
Q5SRY7
Q5SX40
Q5SX40
Q5SX40
Q5U4C3
Q5XFZ0
Q60519
Q60519
Q60519
Q60519
Q60519
Q60519
Q60519
Q60597
Q60597
Q60597
Q60605
Q60605
Q60605
Q60751
Q60751
Q60760
Q60760
Q60767
Q60767
Q60767
Q60841
Q60973
Q60973
Q60973
Q61001
Q61001
Q61033
Q61033
Q61033
Q61090
Q61207
Q61207
Q61207
Q61207
Q61220
Q61220
Q61220
Q61233
Q61233
Q61233
Q61398
Q61398
Q61398
Q61398
Q61398
Q61553
Q61553
Q61553
Q61553
Q61553
Q61553
Q61554
Q61554
Q61554
Q61554
Q61554
Q61554
Q61554
Q61554
Q61554
Q61554
Q61554
Q61554
Q61554
Q61555
Q61555
Q61555
Q61555
Q61555
Q61555
Q61555
Q61555
Q61555
Q61555
Q61555
Q61555
Q61555
Q61555
Q61555
Q61555
Q61555
Q61555
Q61555
Q61559
Q61559
Q61559
Q61584
Q61584
Q61584
Q61646
Q61687
Q61687
Q61699
Q61699
Q61699
Q61699
Q61699
Q61699
Q61699
Q61702
Q61753
Q61753
Q61753
Q61772
Q61772
Q61772
Q61772
Q61824
Q61824
Q61830
Q61830
Q61830
Q61830
Q61830
Q61830
Q61879
Q61879
Q61879
Q61881
Q62009
Q62009
Q62009
Q62009
Q62178
Q62178
Q62178
Q62178
Q62356
Q62356
Q62356
Q62469
Q62470
Q62470
Q62470
Q63961
Q63961
Q63961
Q63961
Q63961
Q63961
Q63961
Q63961
Q63961
Q63961
Q64331
Q64331
Q64331
Q64331
Q64337
Q64337
Q64337
Q64444
Q64444
Q64444
Q64449
Q64449
Q64514
Q64514
Q64514
Q64737
Q64737
Q64737
Q64737
Q65Z40
Q65Z40
Q65Z40
Q65Z40
Q68FD5
Q68FD5
Q68FD5
Q68FD5
Q68FD5
Q68FD5
Q68FD5
Q68FD5
Q68FD5
Q69ZU6
Q69ZU6
Q69ZU6
Q69ZU6
Q6A0A2
Q6A0A2
Q6A0A2
Q6DFW4
Q6DYE8
Q6DYE8
Q6DYE8
Q6GQT1
Q6GQT1
Q6GQT1
Q6GQT1
Q6GQT1
Q6GQT1
Q6GQT1
Q6GQT1
Q6GQT9
Q6GQT9
Q6GQT9
Q6GQT9
Q6GQT9
Q6GU68
Q6GU68
Q6GU68
Q6GU68
Q6NSQ7
Q6NVD0
Q6NVD0
Q6NZQ2
Q6P1H6
Q6P1H6
Q6P5B0
Q6P5B0
Q6P5B0
Q6P5H2
Q6P5H2
Q6P5H2
Q6P9S7
Q6PAL0
Q6PAL0
Q6PCL9
Q6PCL9
Q6PCL9
Q6PCM1
Q6PCM1
Q6PDJ1
Q6PDM2
Q6PDM2
Q6PDM2
Q6PE54
Q6PGG6
Q6PGG6
Q6PGG6
Q6PGH2
Q6PGH2
Q6ZQF0
Q6ZQF0
Q6ZQF0
Q6ZQH8
Q6ZQH8
Q6ZQJ5
Q6ZQJ5
Q6ZQJ5
Q6ZQJ5
Q6ZQK5
Q6ZQK5
Q6ZWX6
Q6ZWX6
Q70FJ1
Q70FJ1
Q76MZ3
Q76MZ3
Q76MZ3
Q78IS1
Q78IS1
Q7M6Z0
Q7M6Z0
Q7TMY8
Q7TMY8
Q7TMY8
Q7TT18
Q7TT18
Q7TT18
Q80SY5
Q80T14
Q80T14
Q80T14
Q80T14
Q80TM9
Q80TM9
Q80TM9
Q80TR4
Q80TR4
Q80U23
Q80U23
Q80UG5
Q80V42
Q80X71
Q80X71
Q80X90
Q80X90
Q80X90
Q80X90
Q80X90
Q80X90
Q80X90
Q80X90
Q80X90
Q80X90
Q80X90
Q80XI4
Q80YX1
Q80YX1
Q80YX1
Q80YX1
Q80YX1
Q810U3
Q810U3
Q810U4
Q811B3
Q811B3
Q811B3
Q811B3
Q811B3
Q811B3
Q8BG30
Q8BG30
Q8BG30
Q8BG79
Q8BG79
Q8BGD9
Q8BGD9
Q8BGW1
Q8BGW1
Q8BGW1
Q8BGW1
Q8BGW1
Q8BGW1
Q8BH24
Q8BH24
Q8BH24
Q8BHB9
Q8BHB9
Q8BHB9
Q8BHB9
Q8BHB9
Q8BHI7
Q8BI84
Q8BI84
Q8BIG7
Q8BIG7
Q8BIG7
Q8BJ71
Q8BJ71
Q8BJH1
Q8BKG3
Q8BLU0
Q8BLU0
Q8BLU0
Q8BLY1
Q8BLY1
Q8BLY1
Q8BLY1
Q8BLY1
Q8BLY1
Q8BLY1
Q8BLY1
Q8BLY1
Q8BLY1
Q8BLY1
Q8BMI0
Q8BMI0
Q8BMI0
Q8BMJ2
Q8BMJ2
Q8BMJ2
Q8BMK1
Q8BP47
Q8BP47
Q8BP47
Q8BP67
Q8BP67
Q8BQ47
Q8BQ47
Q8BQ47
Q8BQC3
Q8BQC3
Q8BQC3
Q8BQC3
Q8BSY0
Q8BSY0
Q8BSY0
Q8BTM8
Q8BTM8
Q8BTM8
Q8BTM8
Q8BTM8
Q8BTM8
Q8BTU1
Q8BTU1
Q8BTU1
Q8BU04
Q8BU04
Q8BVF2
Q8BVF2
Q8BVF2
Q8BVY0
Q8BVY0
Q8BWW4
Q8BY71
Q8C0I1
Q8C0I1
Q8C0I1
Q8C0P0
Q8C0P0
Q8C119
Q8C119
Q8C1A5
Q8C1A5
Q8C1S0
Q8C3P7
Q8C4U3
Q8C4U3
Q8C4Y3
Q8C4Y3
Q8CBF3
Q8CBF3
Q8CBF3
Q8CBF3
Q8CBF3
Q8CBR6
Q8CCK0
Q8CCK0
Q8CCK0
Q8CDD8
Q8CE96
Q8CE96
Q8CE96
Q8CEC6
Q8CEC6
Q8CEE6
Q8CEE7
Q8CEE7
Q8CEE7
Q8CEF9
Q8CEF9
Q8CFD4
Q8CFG0
Q8CFG0
Q8CFX1
Q8CFZ4
Q8CG70
Q8CG70
Q8CG70
Q8CG71
Q8CGC4
Q8CGC4
Q8CGC7
Q8CGC7
Q8CGC7
Q8CGZ0
Q8CHG3
Q8CIF4
Q8JZK9
Q8JZK9
Q8JZK9
Q8K0D5
Q8K1I3
Q8K1I3
Q8K1I3
Q8K1I3
Q8K1I3
Q8K1I3
Q8K1I3
Q8K1I3
Q8K1I3
Q8K1N4
Q8K1N4
Q8K1N4
Q8K2D3
Q8K2D3
Q8K2F8
Q8K2F8
Q8K2F8
Q8K3A9
Q8K3A9
Q8K411
Q8K411
Q8K411
Q8K4G1
Q8QZV2
Q8QZV2
Q8R050
Q8R0G9
Q8R0X2
Q8R180
Q8R1B4
Q8R242
Q8R242
Q8R2U0
Q8R2U0
Q8R2U0
Q8R2U7
Q8R2U7
Q8R2U7
Q8R3C0
Q8R3C0
Q8R3G9
Q8R3L2
Q8R3L2
Q8R3L2
Q8R3Q0
Q8R3Q6
Q8R4K8
Q8R4K8
Q8R4K8
Q8R4K8
Q8R4Y4
Q8R4Y4
Q8R4Y4
Q8R4Y4
Q8R570
Q8R570
Q8R570
Q8R5M8
Q8VC30
Q8VC30
Q8VC30
Q8VCH6
Q8VCH6
Q8VCH8
Q8VCM7
Q8VCP9
Q8VCP9
Q8VCP9
Q8VD04
Q8VD04
Q8VDD5
Q8VDD5
Q8VDD5
Q8VDD5
Q8VDD5
Q8VDF2
Q8VDF2
Q8VDF2
Q8VDG5
Q8VDM4
Q8VDM4
Q8VID5
Q91V88
Q91V88
Q91VC4
Q91VC4
Q91VD9
Q91VD9
Q91VD9
Q91VD9
Q91VE6
Q91VI7
Q91VI7
Q91VI7
Q91VI7
Q91VI7
Q91VI7
Q91VU7
Q91VU7
Q91VU7
Q91WJ8
Q91WJ8
Q91WJ8
Q91XC0
Q91XC0
Q91YR7
Q91YR7
Q91YR7
Q91YT0
Q91YT0
Q91YT0
Q91YT0
Q91YT0
Q91YT0
Q91YT0
Q91ZW2
Q91ZW2
Q920L5
Q921H9
Q921T2
Q921X9
Q921X9
Q922D4
Q922D4
Q922J6
Q922J6
Q922P8
Q922P8
Q922S8
Q922S8
Q922S8
Q922V4
Q922V4
Q922V4
Q923T9
Q923T9
Q924C1
Q925B0
Q925B0
Q99J09
Q99J09
Q99J09
Q99J09
Q99J09
Q99J09
Q99JF8
Q99JF8
Q99JX3
Q99JX3
Q99JX3
Q99K28
Q99K28
Q99K28
Q99KW3
Q99KW3
Q99L04
Q99L04
Q99L04
Q99LC3
Q99LC3
Q99LC3
Q99LC5
Q99LC5
Q99LC5
Q99LE6
Q99LE6
Q99LE6
Q99LI2
Q99LX0
Q99LX0
Q99LX0
Q99M31
Q99M31
Q99M31
Q99NB9
Q99NB9
Q99NB9
Q99P88
Q99PL5
Q99PL5
Q99PP7
Q9CPV4
Q9CPW4
Q9CPW4
Q9CPY7
Q9CPY7
Q9CPY7
Q9CPY7
Q9CPY7
Q9CPY7
Q9CPY7
Q9CPY7
Q9CPY7
Q9CQ75
Q9CQ75
Q9CQ75
Q9CQ75
Q9CQ75
Q9CQ75
Q9CQ76
Q9CQ76
Q9CQ76
Q9CQ76
Q9CQ76
Q9CQ76
Q9CQG2
Q9CQG2
Q9CQW5
Q9CQW5
Q9CQW5
Q9CQW5
Q9CQW5
Q9CQW5
Q9CR16
Q9CR16
Q9CR16
Q9CR57
Q9CR57
Q9CWJ9
Q9CWJ9
Q9CWY8
Q9CX34
Q9CX34
Q9CX34
Q9CXF4
Q9CXF4
Q9CXF4
Q9CXW4
Q9CXW4
Q9CXW4
Q9CZ13
Q9CZ13
Q9CZY3
Q9CZY3
Q9CZY3
Q9CZY3
Q9D0B0
Q9D0B0
Q9D0B0
Q9D0I9
Q9D0I9
Q9D0I9
Q9D1H8
Q9D1H8
Q9D1H8
Q9D1Q6
Q9D1Q6
Q9D4H8
Q9D4H8
Q9D4H8
Q9D666
Q9D666
Q9D6R2
Q9D6R2
Q9D6R2
Q9D753
Q9D753
Q9D7G0
Q9D7G0
Q9D819
Q9D819
Q9D819
Q9D8B4
Q9D8B7
Q9D8B7
Q9D8E6
Q9D8E6
Q9D8E6
Q9D8N0
Q9D8W5
Q9D8W5
Q9D8W5
Q9DAA6
Q9DAA6
Q9DAA6
Q9DB77
Q9DB77
Q9DBC7
Q9DBF1
Q9DBF1
Q9DBF1
Q9DBR1
Q9DBU3
Q9DBU3
Q9DC11
Q9DC11
Q9DC23
Q9DC23
Q9DCS9
Q9DD06
Q9EPL2
Q9EPL2
Q9EPL2
Q9EQ28
Q9EQS9
Q9EQS9
Q9EQS9
Q9EQS9
Q9ERR7
Q9ERR7
Q9ERU9
Q9ERU9
Q9ERU9
Q9ERU9
Q9ERZ0
Q9ERZ0
Q9ERZ0
Q9ERZ0
Q9ESV0
Q9JHI5
Q9JHI5
Q9JHI5
Q9JHU4
Q9JHU4
Q9JHU4
Q9JI83
Q9JI83
Q9JIF0
Q9JIF0
Q9JIF0
Q9JIH2
Q9JJH1
Q9JJH1
Q9JJH1
Q9JJH1
Q9JJH1
Q9JJH1
Q9JJH1
Q9JJH1
Q9JJL8
Q9JKV1
Q9JKV1
Q9JKV1
Q9JLB4
Q9JLB4
Q9JLB4
Q9JLB4
Q9JMK0
Q9JMK0
Q9QUI0
Q9QUP5
Q9QUP5
Q9QVP4
Q9QVP4
Q9QWK4
Q9QXZ0
Q9QXZ0
Q9QXZ0
Q9QY36
Q9QY36
Q9QY36
Q9QY36
Q9QY81
Q9QY81
Q9QY81
Q9QYB1
Q9QYB1
Q9QYB1
Q9QYF9
Q9QYF9
Q9QYK4
Q9QYY0
Q9QYY0
Q9QZC2
Q9QZC2
Q9QZC2
Q9QZC2
Q9QZC2
Q9QZD9
Q9QZD9
Q9QZD9
Q9QZE5
Q9QZE5
Q9QZE5
Q9QZF2
Q9QZF2
Q9R045
Q9R069
Q9R069
Q9R069
Q9R069
Q9R069
Q9R069
Q9R069
Q9R069
Q9R069
Q9R069
Q9R069
Q9R097
Q9R0E2
Q9R0L6
Q9R0L6
Q9R0L6
Q9R0M0
Q9R0M0
Q9R0M0
Q9R0M4
Q9R0M4
Q9R0M4
Q9R0N0
Q9R0N0
Q9R0N0
Q9R118
Q9R118
Q9R1B9
Q9R1B9
Q9R1B9
Q9R1B9
Q9R1B9
Q9R1T2
Q9R1T2
Q9R1T2
Q9R1T2
Q9R1W5
Q9R1W5
Q9R1W5
Q9R1W5
Q9R1W5
Q9WTL7
Q9WTL7
Q9WTL7
Q9WTM5
Q9WTM5
Q9WTM5
Q9WTP6
Q9WTP6
Q9WTS6
Q9WTS6
Q9WTS6
Q9WTS6
Q9WU40
Q9WUD1
Q9WUD1
Q9WUD1
Q9WUM3
Q9WUM3
Q9WUM3
Q9WUM4
Q9WVJ2
Q9WVJ2
Q9Z0J1
Q9Z0J1
Q9Z0J1
Q9Z0J1
Q9Z0J1
Q9Z0J1
Q9Z0K8
Q9Z0K8
Q9Z0K8
Q9Z0K8
Q9Z1D1
Q9Z1N2
Q9Z1N5
Q9Z1N5
Q9Z1N5
Q9Z1S0
Q9Z1S0
Q9Z1T2
Q9Z1T2
Q9Z1T2
Q9Z1T2
Q9Z1T2
Q9Z1T2
Q9Z1T2
Q9Z1T2
Q9Z1Z0
Q9Z1Z0
Q9Z1Z0
Q9Z1Z0
Q9Z2U2
